Palavra,Documentos
veio,"[(10, 1), (12, 1), (26, 2), (30, 2), (32, 1), (105, 1), (160, 1), (177, 1), (193, 1), (214, 1), (225, 1), (245, 1), (249, 1), (263, 1), (269, 1)]"
civil,"[(10, 1), (12, 1), (16, 1), (48, 1), (67, 1), (70, 1), (72, 1), (79, 1), (87, 4), (93, 2), (100, 7), (101, 1), (103, 1), (104, 1), (162, 1), (173, 2), (177, 1), (179, 1), (196, 1), (197, 1), (199, 2), (207, 1), (214, 1), (220, 1), (227, 1), (228, 1), (230, 1), (237, 2), (240, 1), (241, 1), (271, 1)]"
protocolada,"[(10, 1), (12, 1)]"
urgência,"[(10, 1), (12, 1), (95, 2), (161, 1)]"
pujol,"[(10, 1), (12, 1), (171, 2)]"
aceitou,"[(10, 1), (103, 1), (114, 1), (162, 1), (220, 1)]"
proibições,"[(10, 1)]"
aguardar,"[(10, 2), (70, 1), (241, 1), (270, 1)]"
posicionamento,"[(10, 1), (15, 1), (53, 1), (174, 1), (218, 1), (267, 1)]"
diante,"[(10, 1), (12, 1), (32, 1), (38, 1), (66, 3), (67, 1), (72, 3), (76, 1), (77, 1), (120, 1), (139, 1), (140, 1), (141, 2), (145, 1), (152, 2), (157, 1), (161, 2), (174, 1), (177, 3), (178, 1), (179, 1), (208, 1), (218, 2), (220, 1), (225, 1), (234, 1), (245, 1), (246, 1), (248, 1), (251, 1), (257, 2), (266, 1)]"
autoridades,"[(10, 1), (24, 1), (28, 1), (32, 1), (35, 1), (37, 1), (40, 2), (87, 1), (122, 1), (127, 1), (134, 1), (143, 1), (160, 1), (162, 2), (170, 1), (182, 1), (187, 1), (188, 2), (193, 3), (203, 1), (239, 2), (254, 1), (261, 1), (269, 1), (272, 1), (274, 2)]"
militares,"[(10, 1), (12, 2), (13, 2), (19, 5), (23, 1), (24, 2), (31, 1), (64, 1), (70, 1), (80, 2), (100, 1), (102, 1), (103, 1), (106, 1), (111, 6), (118, 2), (124, 2), (131, 1), (136, 3), (137, 3), (143, 2), (153, 1), (154, 1), (168, 1), (171, 4), (173, 2), (175, 6), (179, 1), (193, 1), (195, 1), (208, 1), (233, 2), (238, 1), (247, 1), (253, 1), (258, 2), (264, 2)]"
recomendações,"[(10, 1)]"
dirigidas,"[(10, 1)]"
devem,"[(10, 1), (12, 1), (17, 2), (19, 1), (44, 1), (69, 1), (72, 1), (76, 1), (81, 1), (88, 3), (102, 1), (114, 1), (120, 1), (127, 1), (140, 2), (141, 1), (162, 1), (164, 1), (169, 1), (170, 1), (173, 1), (177, 1), (183, 1), (187, 2), (196, 1), (201, 1), (216, 1), (225, 1), (230, 1), (235, 1), (236, 1), (237, 1), (240, 1), (248, 1), (254, 1), (273, 2)]"
supracitados,"[(10, 1)]"
jurídicos,"[(10, 1), (74, 1)]"
servirão,"[(10, 1)]"
subsídios,"[(10, 1), (125, 1)]"
respostas,"[(10, 1), (38, 1), (96, 1), (243, 1)]"
serem,"[(10, 1), (12, 1), (17, 1), (38, 1), (44, 1), (65, 1), (82, 1), (95, 1), (96, 1), (121, 1), (152, 1), (158, 1), (196, 1), (218, 2), (223, 1), (240, 3), (241, 1), (257, 1)]"
enviadas,"[(10, 1), (146, 1), (254, 1)]"
moreira,"[(11, 4), (20, 3), (65, 2), (91, 1), (185, 1), (207, 1)]"
franco,"[(11, 2), (16, 1), (38, 2), (65, 2), (70, 2), (91, 2), (137, 1), (207, 1), (218, 2), (220, 2), (250, 2), (252, 1), (254, 2)]"
acusados,"[(11, 4), (23, 1), (29, 2), (98, 1), (170, 1), (177, 4), (190, 2), (201, 1), (207, 2)]"
preventivamente,"[(11, 1)]"
pedidos,"[(11, 2), (32, 3), (58, 1), (100, 1), (102, 1), (104, 1), (111, 1), (178, 1), (190, 1), (234, 1), (236, 1), (263, 1), (266, 1)]"
defesas,"[(11, 3), (190, 1), (242, 1)]"
soltos,"[(11, 1), (265, 1), (271, 1), (275, 1)]"
quatro,"[(11, 1), (16, 1), (19, 1), (38, 1), (44, 1), (48, 1), (58, 3), (69, 2), (81, 1), (82, 1), (83, 2), (95, 1), (96, 1), (98, 1), (101, 1), (104, 3), (124, 1), (139, 2), (144, 1), (146, 2), (148, 1), (157, 1), (177, 1), (188, 1), (192, 1), (193, 2), (199, 2), (207, 2), (215, 2), (220, 2), (225, 1), (237, 1), (240, 2), (261, 1), (266, 1), (267, 1), (269, 2), (270, 1), (271, 1), (272, 1), (273, 1)]"
liminar,"[(11, 2), (40, 1), (244, 1), (246, 6), (275, 4), (276, 1)]"
questionou,"[(11, 1), (13, 1), (37, 1), (163, 1), (254, 1)]"
fundamentação,"[(11, 1), (190, 1)]"
decretadas,"[(11, 1)]"
considerou,"[(11, 1), (58, 1), (65, 2), (135, 1), (148, 1), (248, 1)]"
prendê,"[(11, 1), (147, 1)]"
los,"[(11, 1), (63, 1), (88, 1), (93, 1), (97, 1), (111, 1), (160, 1), (162, 1), (164, 1), (175, 1), (176, 1), (177, 1), (187, 1), (195, 1), (227, 1)]"
sustentava,"[(11, 1)]"
faltar,"[(11, 1), (127, 1), (224, 1)]"
contemporaneidade,"[(11, 1), (97, 1)]"
ocupavam,"[(11, 1)]"
cargos,"[(11, 1), (100, 1), (107, 2), (179, 1), (233, 1), (236, 1), (239, 2)]"
praticados,"[(11, 1), (81, 1), (156, 1)]"
apesar,"[(11, 1), (13, 3), (20, 3), (24, 3), (36, 1), (38, 1), (70, 1), (79, 1), (83, 1), (103, 3), (106, 1), (110, 1), (114, 1), (128, 2), (136, 1), (150, 1), (164, 1), (170, 1), (174, 1), (175, 1), (186, 1), (187, 1), (195, 3), (196, 1), (203, 2), (208, 1), (220, 1), (228, 1), (232, 2), (241, 1), (246, 1), (247, 1), (262, 1), (263, 1), (267, 1)]"
habeas,"[(11, 2), (59, 2), (65, 1), (102, 1), (246, 1)]"
corpus,"[(11, 2), (59, 2), (65, 1), (102, 1), (246, 1)]"
levados,"[(11, 1)]"
turma,"[(11, 2), (20, 1), (44, 2), (59, 1), (61, 1), (66, 1), (100, 2), (130, 1), (190, 1), (219, 2), (251, 1), (275, 1), (278, 1)]"
especializada,"[(11, 1), (40, 1), (44, 1), (88, 1), (182, 1), (186, 1)]"
negam,"[(11, 1), (152, 1)]"
envolvimento,"[(11, 1), (66, 1), (70, 1), (195, 2), (218, 1), (219, 1), (220, 1), (237, 1), (252, 1), (256, 1), (274, 1)]"
esquema,"[(11, 1), (48, 1), (59, 2), (65, 2), (69, 1), (73, 1), (86, 1), (89, 1), (90, 1), (95, 1), (177, 1), (192, 1), (225, 1), (242, 2)]"
apontado,"[(11, 1), (30, 1), (70, 1), (96, 1), (182, 1), (258, 2)]"
assinam,"[(11, 1)]"
questionam,"[(11, 1), (218, 1)]"
motivos,"[(11, 1), (66, 1), (68, 1), (77, 1), (111, 1), (172, 1), (173, 1), (217, 1), (236, 1), (237, 1), (254, 1), (259, 1), (267, 1), (272, 1)]"
levaram,"[(11, 1), (66, 1), (173, 1), (203, 1), (215, 1), (224, 1)]"
desembargador,"[(11, 1), (246, 1), (253, 1), (271, 1)]"
revogar,"[(11, 1), (139, 1), (234, 1), (246, 1)]"
liminarmente,"[(11, 1), (271, 1)]"
preventivas,"[(11, 2), (65, 1)]"
antecipou,"[(11, 1), (165, 1)]"
mérito,"[(11, 2)]"
argumentam,"[(11, 1), (44, 1), (47, 1), (88, 1), (175, 1), (183, 1), (197, 1), (278, 1)]"
deveria,"[(11, 1), (15, 1), (31, 3), (43, 1), (61, 1), (66, 1), (83, 1), (85, 1), (100, 1), (119, 1), (137, 1), (177, 1), (187, 2), (192, 1), (193, 1), (197, 1), (234, 1), (274, 1)]"
avaliado,"[(11, 1)]"
desembargadores,"[(11, 1), (218, 1), (253, 1), (271, 1)]"
julgamento,"[(11, 2), (27, 1), (29, 8), (36, 1), (102, 2), (114, 2), (148, 2), (170, 1), (190, 1), (218, 1), (246, 2), (251, 1), (271, 3), (275, 1)]"
monocrático,"[(11, 1)]"
favor,"[(11, 1), (20, 1), (26, 1), (27, 1), (36, 1), (38, 1), (41, 1), (42, 1), (46, 1), (48, 1), (53, 1), (66, 1), (88, 1), (89, 1), (100, 1), (118, 1), (135, 1), (136, 1), (140, 1), (152, 1), (164, 1), (174, 5), (181, 1), (207, 2), (216, 2), (218, 2), (228, 1), (246, 1), (247, 1), (270, 1)]"
circunstância,"[(11, 1)]"
excepcional,"[(11, 1), (60, 1), (102, 1)]"
rara,"[(11, 1), (217, 1)]"
resulta,"[(11, 1), (174, 1)]"
indesejável,"[(11, 1)]"
supressão,"[(11, 1)]"
fases,"[(11, 1), (44, 1), (66, 1), (177, 1)]"
contraditório,"[(11, 1), (95, 1), (184, 1)]"
prévio,"[(11, 1)]"
colegiado,"[(11, 1), (251, 1)]"
integram,"[(11, 1), (136, 1), (168, 1)]"
legal,"[(11, 1), (30, 1), (63, 1), (77, 1), (82, 1), (105, 1), (107, 1), (126, 1), (145, 3), (150, 1), (173, 2), (195, 1), (216, 2), (240, 1), (246, 2), (249, 3), (255, 1), (273, 3)]"
regular,"[(11, 1), (112, 1), (166, 1), (216, 1), (271, 1)]"
procuradoria,"[(11, 1), (28, 1), (40, 1), (45, 1), (95, 2), (190, 1), (207, 1), (217, 1)]"
pede,"[(11, 1), (61, 1), (145, 1), (168, 1), (170, 1), (201, 1), (217, 1), (234, 2), (249, 2), (265, 3), (270, 1)]"
restauradas,"[(11, 1)]"
fiquem,"[(11, 1), (145, 1), (170, 1), (175, 1), (237, 1)]"
domiciliar,"[(11, 1), (59, 1), (229, 1)]"
monitoramento,"[(11, 1), (177, 1)]"
eletr,"[(11, 1), (59, 1), (130, 1), (206, 1), (215, 1)]"
nico,"[(11, 1), (107, 1), (152, 1), (228, 1), (234, 1)]"
recorreu,"[(11, 1), (190, 1), (249, 1), (255, 1), (257, 1)]"
soltura,"[(11, 1), (110, 1), (244, 1), (246, 1), (275, 4), (276, 4)]"
operador,"[(11, 1), (48, 2)]"
financeiro,"[(11, 1), (18, 1), (20, 2), (48, 1), (53, 2), (102, 1), (177, 4), (184, 2), (192, 1), (204, 2), (238, 1), (245, 3), (257, 1)]"
baptista,"[(11, 2), (201, 1)]"
fratezi,"[(11, 3), (207, 2)]"
alberto,"[(11, 8), (12, 1), (95, 1), (179, 2), (190, 1), (201, 1), (207, 3), (228, 1), (256, 1), (266, 5)]"
costa,"[(11, 6), (19, 1), (31, 4), (64, 1), (86, 1), (140, 1), (156, 1), (187, 2), (196, 1), (201, 1), (207, 3), (225, 1), (258, 1)]"
vanderlei,"[(11, 2)]"
natale,"[(11, 2)]"
montenegro,"[(11, 2)]"
gallo,"[(11, 2)]"
apresentou,"[(11, 1), (25, 1), (30, 1), (77, 1), (82, 1), (95, 1), (121, 1), (152, 1), (177, 1), (217, 1), (239, 1), (276, 1)]"
nove,"[(11, 1), (17, 1), (27, 1), (29, 1), (65, 1), (169, 1), (177, 1), (186, 1), (196, 1), (198, 1), (207, 1), (240, 1), (273, 1), (275, 1), (276, 1)]"
acusa,"[(11, 1), (27, 1), (141, 1), (231, 1)]"
almirante,"[(11, 2), (171, 1)]"
othon,"[(11, 2)]"
luiz,"[(11, 1), (41, 1), (76, 1), (88, 1), (89, 1), (100, 1), (105, 1), (108, 1), (179, 1), (190, 1), (199, 1), (233, 1), (240, 1), (241, 1), (244, 1), (246, 3), (249, 2), (265, 1), (275, 1)]"
pinheiro,"[(11, 1)]"
silva,"[(11, 1), (12, 2), (18, 1), (64, 2), (76, 1), (86, 1), (95, 3), (96, 1), (108, 1), (110, 1), (140, 1), (171, 1), (185, 1), (192, 1), (199, 1), (225, 1), (244, 1), (246, 3), (249, 1), (253, 1), (258, 2), (270, 1), (271, 1), (275, 1)]"
josé,"[(11, 2), (19, 2), (44, 1), (65, 1), (68, 1), (107, 1), (109, 1), (113, 1), (122, 1), (133, 1), (164, 1), (228, 1), (231, 2), (233, 1), (234, 2), (241, 1), (256, 1), (261, 1), (267, 1), (270, 1), (271, 1), (276, 1)]"
antunes,"[(11, 2), (65, 1)]"
sobrinho,"[(11, 2), (65, 2)]"
jorge,"[(11, 1), (24, 1), (55, 1), (100, 1), (108, 1), (199, 1), (251, 1)]"
zimmermann,"[(11, 1)]"
rodrigo,"[(11, 1), (16, 2), (20, 1), (66, 1), (83, 1), (91, 3), (95, 1), (100, 2), (103, 1), (175, 1), (201, 1), (207, 1), (225, 1), (252, 1), (277, 1)]"
castro,"[(11, 1), (105, 1), (107, 1), (108, 1), (185, 1), (199, 1), (261, 1)]"
alves,"[(11, 1), (55, 1), (177, 1), (201, 1), (218, 1)]"
neves,"[(11, 1), (18, 1), (190, 3), (228, 1)]"
respondem,"[(11, 1)]"
contratação,"[(11, 1), (17, 1)]"
fictícia,"[(11, 1)]"
alumi,"[(11, 1)]"
publicidades,"[(11, 1)]"
dissimular,"[(11, 1), (255, 1)]"
pagamento,"[(11, 1), (48, 1), (52, 1), (61, 2), (82, 1), (95, 2), (114, 1), (122, 1), (177, 1), (185, 1), (192, 1), (201, 1), (214, 1), (258, 1), (271, 1)]"
cerca,"[(11, 1), (17, 1), (30, 1), (32, 2), (36, 2), (42, 1), (58, 1), (63, 1), (76, 1), (90, 1), (95, 2), (100, 1), (107, 2), (113, 1), (114, 1), (121, 1), (126, 1), (127, 1), (146, 1), (149, 1), (150, 2), (160, 1), (163, 2), (164, 1), (169, 1), (170, 1), (173, 2), (183, 1), (192, 1), (193, 1), (194, 1), (198, 1), (199, 1), (203, 1), (214, 1), (216, 1), (219, 1), (230, 1), (242, 1), (248, 2), (249, 1), (255, 1), (258, 1), (267, 1), (270, 1), (273, 2)]"
horrores,"[(12, 1), (74, 1), (76, 1), (81, 1), (163, 1)]"
vividos,"[(12, 1), (161, 1)]"
ditatorial,"[(12, 1), (15, 1)]"
citando,"[(12, 2), (37, 1), (47, 1), (88, 1), (95, 1), (172, 1)]"
relatórios,"[(12, 1), (18, 1), (102, 3), (161, 1), (168, 1), (225, 1), (237, 1)]"
mortos,"[(12, 1), (24, 2), (34, 1), (70, 1), (81, 1), (85, 2), (108, 2), (141, 1), (163, 1), (193, 1), (197, 1), (198, 1), (199, 3), (205, 1), (224, 3), (230, 1), (233, 1), (247, 1), (261, 1)]"
torturados,"[(12, 1), (85, 2), (163, 1)]"
desaparecidos,"[(12, 1), (224, 1), (230, 1)]"
estendeu,"[(12, 2), (95, 2), (143, 1), (176, 1), (231, 1), (234, 1)]"
perseguiu,"[(12, 1)]"
torturou,"[(12, 1)]"
assassinou,"[(12, 1), (76, 1)]"
violaria,"[(12, 2)]"
moralidade,"[(12, 2), (40, 1), (76, 1)]"
administrativa,"[(12, 3), (177, 1)]"
alarmante,"[(12, 1), (188, 1), (218, 1)]"
violação,"[(12, 2), (63, 1), (65, 1), (120, 1), (235, 1), (258, 1)]"
constitucionais,"[(12, 1), (65, 1), (102, 1), (246, 1), (247, 1)]"
aderiu,"[(12, 1)]"
cenário,"[(12, 1), (30, 1), (43, 1), (61, 1), (66, 1), (72, 2), (74, 1), (76, 1), (116, 1), (136, 1), (146, 1), (152, 1), (177, 1), (184, 1), (218, 1), (220, 1), (234, 1), (245, 2), (246, 1), (263, 1), (266, 2)]"
resta,"[(12, 1), (219, 1), (225, 1), (245, 1)]"
outra,"[(12, 2), (17, 1), (20, 1), (30, 1), (31, 1), (32, 2), (42, 1), (47, 1), (59, 1), (61, 1), (63, 2), (69, 1), (70, 1), (77, 1), (96, 2), (100, 2), (103, 2), (104, 1), (109, 1), (118, 1), (121, 1), (124, 1), (146, 1), (160, 2), (173, 1), (177, 5), (199, 1), (207, 1), (211, 1), (219, 2), (220, 3), (235, 2), (245, 2), (249, 4), (257, 2), (263, 2), (267, 1), (271, 1), (273, 1), (277, 2)]"
senão,"[(12, 1), (100, 1), (220, 1), (275, 1)]"
solicitar,"[(12, 1), (183, 1), (193, 1), (195, 1), (207, 1)]"
judiciário,"[(12, 1), (23, 1), (25, 1), (29, 2), (44, 1), (72, 1), (76, 4), (88, 3), (102, 1), (111, 1), (152, 1), (177, 1), (196, 1), (220, 5), (231, 1), (240, 1), (265, 1), (271, 1)]"
interfira,"[(12, 1)]"
exercendo,"[(12, 1)]"
função,"[(12, 1), (30, 1), (101, 1), (179, 1), (192, 1), (201, 1), (218, 1), (266, 1)]"
constitucional,"[(12, 1), (17, 2), (28, 1), (29, 1), (64, 1), (72, 2), (82, 1), (95, 1), (103, 1), (126, 1), (138, 1), (145, 1), (156, 2), (209, 1), (216, 1), (220, 1), (246, 1), (248, 1), (275, 1)]"
exaltar,"[(12, 1)]"
memória,"[(12, 1), (15, 2), (74, 1), (136, 1), (254, 1)]"
coletiva,"[(12, 1), (16, 1), (19, 1), (29, 1), (67, 2), (94, 1), (101, 1), (108, 1), (177, 2), (182, 1), (212, 1), (218, 1), (230, 1), (254, 4), (258, 1)]"
estimulando,"[(12, 1)]"
novos,"[(12, 1), (93, 1), (97, 2), (100, 1), (114, 1), (121, 1), (124, 1), (131, 1), (146, 1), (160, 1), (168, 1), (175, 3), (232, 2), (233, 1), (245, 1)]"
golpes,"[(12, 1), (152, 1), (199, 1)]"
rupturas,"[(12, 1)]"
democráticas,"[(12, 1), (29, 1), (145, 1), (156, 1), (195, 1), (220, 1), (254, 1)]"
ocorram,"[(12, 1)]"
atentando,"[(12, 1)]"
arquivo,"[(12, 1), (218, 1)]"
eventual,"[(12, 1), (65, 1), (82, 2), (88, 1), (114, 1), (130, 1), (180, 1), (184, 1), (200, 1), (246, 1)]"
comemoração,"[(12, 5), (13, 1), (57, 1), (197, 1)]"
infringiria,"[(12, 1)]"
proposição,"[(12, 1)]"
datas,"[(12, 1), (103, 1), (177, 1), (192, 1), (242, 1)]"
comemorativas,"[(12, 1)]"
objeto,"[(12, 1), (77, 1), (100, 1), (177, 1), (262, 2)]"
decidisse,"[(12, 1)]"
instituir,"[(12, 1)]"
comemorativa,"[(12, 2)]"
necessário,"[(12, 1), (17, 1), (19, 1), (58, 1), (61, 1), (66, 1), (72, 1), (103, 1), (140, 1), (167, 1), (187, 1), (196, 1), (208, 1), (218, 1), (219, 1), (245, 1), (267, 1), (269, 1), (275, 1)]"
mínimo,"[(12, 1), (16, 1), (17, 3), (22, 3), (30, 1), (34, 1), (62, 3), (121, 1), (131, 2), (146, 1), (149, 2), (157, 4), (158, 3), (159, 3), (160, 2), (164, 1), (165, 1), (184, 1), (187, 1), (194, 2), (200, 4), (205, 1), (212, 1), (214, 3), (219, 1), (254, 2), (257, 1), (266, 1)]"
convergência,"[(12, 1), (232, 1), (237, 1)]"
vontades,"[(12, 1)]"
respeitando,"[(12, 1), (63, 1)]"
princípio,"[(12, 1), (13, 1), (40, 1), (61, 1), (64, 1), (71, 1), (72, 1), (76, 1), (91, 1), (145, 1), (150, 1), (157, 1), (246, 1), (272, 1)]"
separação,"[(12, 1), (40, 1), (43, 1), (171, 1)]"
poderes,"[(12, 1), (24, 1), (34, 1), (40, 1), (111, 1), (140, 1), (152, 1), (229, 1), (265, 1)]"
previsto,"[(12, 1), (77, 1), (128, 1), (148, 1), (168, 1), (169, 1), (195, 2)]"
reação,"[(12, 1), (32, 1), (66, 1), (73, 1), (85, 2), (89, 2), (95, 1), (162, 1), (197, 1), (215, 1), (249, 1), (254, 3), (272, 1)]"
anúncio,"[(12, 1), (27, 1), (114, 1), (138, 1), (173, 2), (211, 1), (217, 1), (254, 3), (262, 1), (263, 1), (264, 1), (268, 1)]"
general,"[(12, 3), (19, 1), (23, 2), (62, 1), (64, 3), (83, 1), (86, 2), (96, 1), (100, 11), (103, 1), (108, 1), (114, 1), (168, 1), (169, 1), (171, 2), (179, 3), (225, 4), (229, 1), (233, 2), (246, 1), (261, 1), (264, 3), (275, 1), (276, 2)]"
otávio,"[(12, 1)]"
rêgo,"[(12, 1), (86, 1), (92, 1), (114, 1)]"
barros,"[(12, 1), (86, 1), (92, 2)]"
determinado,"[(12, 1), (35, 1), (65, 1), (131, 1), (177, 1)]"
feitas,"[(12, 1), (89, 1), (93, 1), (95, 1), (161, 1), (205, 1), (224, 1), (242, 1), (258, 1), (274, 1)]"
unidades,"[(12, 1), (226, 1)]"
tendo,"[(12, 1), (13, 1), (66, 3), (91, 2), (104, 1), (110, 1), (114, 1), (139, 1), (150, 2), (157, 1), (206, 1), (216, 2), (244, 1), (246, 1)]"
aprovado,"[(12, 1), (38, 1), (45, 1), (47, 1), (81, 1), (126, 1), (175, 1), (267, 1), (272, 1)]"
inclusão,"[(12, 1), (42, 1), (72, 1), (96, 1)]"
ordem,"[(12, 2), (16, 1), (28, 1), (32, 4), (35, 3), (38, 1), (65, 1), (67, 1), (70, 1), (72, 1), (74, 1), (85, 1), (102, 1), (110, 1), (113, 1), (138, 1), (143, 1), (145, 2), (156, 2), (193, 1), (218, 3), (232, 1), (233, 1), (241, 1), (246, 2), (252, 1), (253, 1), (257, 1), (263, 1), (271, 1), (275, 2)]"
condenada,"[(12, 1), (14, 1), (24, 1), (242, 1)]"
soa,"[(12, 1), (62, 1), (76, 1), (263, 1)]"
apologia,"[(12, 1), (45, 1), (50, 1)]"
massivas,"[(12, 1)]"
atenta,"[(12, 1)]"
básicos,"[(12, 1), (17, 1), (62, 1), (127, 1), (150, 1), (160, 2), (179, 1), (218, 1), (220, 1), (258, 1)]"
administração,"[(12, 1), (17, 1), (27, 1), (35, 1), (45, 1), (52, 1), (92, 1), (107, 2), (112, 1), (124, 1), (152, 1), (177, 2), (201, 1), (207, 1), (226, 1)]"
caracterizar,"[(12, 1), (104, 2)]"
ato,"[(12, 1), (33, 1), (36, 2), (45, 1), (63, 1), (70, 3), (91, 1), (105, 1), (130, 2), (138, 2), (153, 1), (154, 1), (185, 1), (186, 1), (190, 1), (193, 1), (198, 1), (201, 1), (202, 1), (220, 1), (236, 1), (243, 1), (244, 1), (253, 4), (254, 1), (272, 1)]"
improbidade,"[(12, 1)]"
frente,"[(12, 1), (25, 1), (33, 1), (38, 1), (56, 1), (66, 2), (72, 1), (73, 1), (83, 1), (87, 1), (89, 1), (95, 1), (98, 1), (103, 1), (114, 1), (121, 1), (133, 1), (141, 2), (153, 2), (154, 2), (164, 3), (176, 1), (179, 2), (188, 1), (196, 1), (198, 1), (204, 1), (218, 3), (220, 2), (232, 1), (234, 1), (241, 1), (245, 1), (248, 1), (249, 3), (253, 1), (266, 1), (271, 1)]"
advogado,"[(12, 1), (44, 1), (45, 1), (50, 1), (73, 2), (95, 1), (103, 1), (114, 1), (120, 3), (121, 5), (190, 1), (195, 1), (201, 1), (225, 1), (233, 1), (236, 2), (249, 1), (253, 1), (267, 1), (271, 2), (276, 2)]"
alexandre,"[(12, 1), (16, 2), (40, 1), (55, 1), (88, 2), (190, 1), (236, 1), (240, 1), (241, 1)]"
klomfahs,"[(12, 1)]"
entrou,"[(12, 1), (31, 1), (32, 1), (53, 1), (83, 1), (111, 1), (119, 1), (177, 2), (193, 1), (199, 1), (214, 1), (228, 1), (249, 1), (267, 1)]"
popular,"[(12, 1), (27, 2), (30, 3), (50, 1), (53, 1), (138, 1), (162, 1), (195, 1), (197, 2), (198, 1), (215, 1), (216, 1), (218, 1), (219, 1), (234, 1), (246, 1), (270, 1)]"
requerendo,"[(12, 1), (110, 1)]"
abstenha,"[(12, 1)]"
executivo,"[(12, 1), (29, 1), (66, 9), (71, 1), (81, 1), (86, 1), (107, 2), (126, 1), (138, 1), (140, 1), (145, 1), (150, 1), (152, 1), (156, 1), (177, 1), (196, 1), (220, 1), (237, 1), (248, 1), (270, 1)]"
extrapolam,"[(12, 1)]"
fernando,"[(12, 1), (20, 1), (44, 1), (66, 1), (100, 1), (122, 1), (130, 1), (171, 1), (237, 1), (249, 2), (253, 1), (270, 2), (276, 1)]"
azevedo,"[(12, 2), (85, 3), (86, 1), (171, 1), (174, 1), (225, 1)]"
refutou,"[(12, 1)]"
uso,"[(12, 1), (44, 1), (59, 1), (122, 2), (133, 1), (143, 1), (144, 2), (152, 1), (177, 2), (195, 1), (199, 2), (216, 6), (218, 1), (223, 4), (228, 1), (233, 1), (234, 1), (246, 1), (252, 1), (263, 1), (265, 2), (267, 4), (272, 1), (273, 5)]"
palavra,"[(12, 1), (15, 1), (27, 1), (97, 1), (104, 1), (120, 1), (148, 1), (174, 1), (184, 1), (235, 2), (249, 1), (263, 1)]"
referir,"[(12, 1), (193, 1), (202, 1), (264, 1)]"
eventos,"[(12, 2), (26, 1), (53, 1), (97, 1), (177, 2), (193, 1), (234, 2)]"
marcarão,"[(12, 1)]"
lembrada,"[(12, 1), (72, 1)]"
explicada,"[(12, 1), (192, 1), (237, 1)]"
esfera,"[(12, 1), (44, 1), (52, 1), (133, 1), (152, 1), (177, 1)]"
vamos,"[(12, 1), (20, 1), (24, 1), (25, 1), (50, 1), (61, 2), (67, 1), (81, 1), (88, 1), (93, 1), (100, 1), (129, 1), (131, 2), (148, 1), (153, 1), (154, 1), (176, 1), (179, 1), (198, 1), (218, 1), (219, 1), (220, 2), (253, 1), (262, 2), (270, 1)]"
relembrar,"[(12, 1), (74, 1)]"
marcar,"[(12, 1), (133, 1)]"
participação,"[(12, 1), (13, 1), (25, 1), (70, 2), (74, 1), (96, 1), (114, 1), (143, 1), (156, 1), (169, 1), (171, 1), (201, 3), (218, 1), (224, 1), (234, 1)]"
decisiva,"[(12, 1), (111, 1)]"
sempre,"[(12, 2), (13, 2), (16, 3), (18, 1), (24, 1), (26, 1), (44, 1), (53, 3), (61, 1), (63, 1), (66, 2), (70, 1), (72, 1), (73, 2), (81, 1), (89, 1), (100, 2), (102, 2), (111, 1), (116, 1), (119, 1), (129, 1), (130, 2), (135, 1), (152, 1), (153, 1), (154, 1), (158, 1), (160, 1), (171, 2), (174, 1), (187, 5), (192, 2), (202, 1), (215, 2), (218, 1), (220, 2), (234, 1), (235, 4), (245, 3), (249, 7), (250, 1), (257, 1), (258, 1), (265, 1), (266, 5), (267, 2), (271, 1), (272, 1)]"
acha,"[(12, 1), (18, 1), (66, 1), (68, 2), (100, 3), (118, 1), (247, 1), (261, 1), (270, 2)]"
naquela,"[(12, 2), (68, 1), (113, 1), (177, 1), (234, 1), (271, 1)]"
washington,"[(12, 1), (13, 4), (19, 1), (38, 1), (103, 1), (113, 1), (124, 1), (127, 1), (129, 1), (133, 2), (139, 1), (140, 1), (162, 1), (164, 1), (170, 1), (214, 1), (261, 1), (272, 1), (274, 4)]"
brigada,"[(12, 1)]"
infantaria,"[(12, 1)]"
pára,"[(12, 1)]"
quedistaapós,"[(12, 1)]"
determinação,"[(12, 1), (196, 1), (240, 1), (241, 2), (251, 1)]"
começaram,"[(12, 1), (33, 1), (56, 1), (144, 1), (170, 1), (181, 1), (188, 2), (243, 1), (250, 1), (252, 1), (266, 2)]"
preparados,"[(12, 1), (217, 1)]"
próxima,"[(12, 1), (38, 1), (67, 1), (107, 1), (111, 1), (122, 1), (128, 1), (174, 1), (198, 1), (217, 1), (240, 1), (257, 1), (272, 1)]"
consta,"[(12, 1), (111, 1), (217, 1), (240, 1), (262, 1)]"
agenda,"[(12, 1), (13, 1), (18, 1), (66, 1), (100, 1), (108, 2), (114, 1), (133, 1), (168, 1), (179, 1), (184, 1), (205, 1), (220, 2), (235, 3), (237, 1), (245, 1), (254, 1), (261, 1), (274, 1)]"
comandante,"[(12, 1), (23, 2), (108, 1), (171, 5), (246, 1)]"
edson,"[(12, 1), (88, 1), (171, 1), (177, 1)]"
cerim,"[(12, 1), (87, 1), (128, 1), (146, 1), (198, 1), (277, 1)]"
nia,"[(12, 1), (63, 1), (76, 1), (87, 1), (91, 1), (128, 1), (146, 1), (163, 2), (168, 2), (169, 8), (198, 1), (204, 1), (205, 2), (216, 2), (240, 2), (277, 1)]"
solenidade,"[(12, 1)]"
